user_id,age,gender,country,profession,primary_platform,platforms_used_count,daily_usage_hours,sessions_per_day,avg_session_duration_min,preferred_device,peak_usage_time,followers_count,following_count,posts_per_week,likes_given_per_day,comments_per_day,shares_per_day,dms_sent_per_day,preferred_content_type,scroll_speed,purchased_via_social_media,primary_purpose,sleep_disruption,notification_frequency,influencer_status,account_join_date,takes_social_media_breaks
USR00128,22,Male,Canada,Student,LinkedIn,1,4.8,2,144,Tablet,Afternoon (12-4pm),2041,1650,2,23,5,3,10,Educational,Slow,No,Learning,Severe impact,Selected,No,25-12-2024,No
USR00129,27,Male,Pakistan,Teacher,Snapchat,1,0.5,7,4.3,Smart TV,Evening (6-9pm),1744,376,7,22,5,1,3,Videos,Medium,No,Business/Marketing,Moderate impact,Do Not Disturb,No,22-04-2024,Yes
USR00130,22,Female,USA,Teacher,Snapchat,4,4.5,4,67.5,Smartphone,Afternoon (12-4pm),91,149,7,22,3,2,6,Photos,Medium,No,Business/Marketing,Mild impact,Do Not Disturb,No,25-01-2022,No
USR00131,14,Male,Pakistan,Engineer,TikTok,1,2.6,5,31.2,Smartphone,Night (9pm-12am),1288,94,2,18,2,4,6,Stories,Medium,Yes,Socializing,Mild impact,Always On,No,04-02-2022,Yes
USR00132,27,Female,Germany,Freelancer,Instagram,5,1.3,7,11.1,Smartphone,Night (9pm-12am),61,224,5,24,9,1,6,News,Medium,No,Socializing,Moderate impact,Off,No,20-12-2024,Yes
USR00133,18,Male,Brazil,Marketer,Snapchat,5,1.9,5,22.8,Smartphone,Night (9pm-12am),485,75,3,21,1,2,5,Educational,Medium,Sometimes,News & Updates,Mild impact,Always On,No,17-07-2023,No
USR00134,30,Male,USA,Entrepreneur,LinkedIn,3,4,7,34.3,Smartphone,Afternoon (12-4pm),180,841,3,22,5,2,3,Stories,Slow,Yes,Entertainment,Moderate impact,Selected,No,11-08-2023,Yes
USR00135,19,Male,India,Researcher,Instagram,3,7.9,1,474,Smartphone,Evening (6-9pm),1265,27,1,23,2,1,11,Entertainment,Medium,No,Learning,Mild impact,Selected,No,05-02-2022,Occasionally
USR00136,39,Female,USA,Engineer,Twitter/X,2,0.7,3,14,Smartphone,Night (9pm-12am),1213,206,2,20,1,2,8,Entertainment,Slow,No,Socializing,Mild impact,Always On,No,25-10-2024,Yes
USR00137,20,Female,Germany,Marketer,Instagram,5,1.3,4,19.5,Laptop,Night (9pm-12am),1581,508,4,22,3,1,10,Entertainment,Medium,Sometimes,Entertainment,Severe impact,Selected,No,31-05-2024,No
USR00138,24,Male,Australia,Researcher,YouTube,4,0.9,9,6,Tablet,Afternoon (12-4pm),1115,368,5,16,3,2,5,Memes,Medium,Sometimes,News & Updates,No impact,Off,No,03-01-2023,Occasionally
USR00139,33,Female,UAE,Designer,YouTube,3,2.3,4,34.5,Laptop,Night (9pm-12am),223,103,2,20,3,0,9,Reels/Shorts,Medium,Sometimes,Socializing,Mild impact,Selected,No,08-08-2022,No
USR00140,17,Female,Germany,Marketer,Instagram,3,4.6,5,55.2,Smartphone,Morning (6-10am),415,540,2,23,4,1,14,Photos,Medium,No,Business/Marketing,Severe impact,Selected,No,17-07-2022,No
USR00141,28,Male,USA,Researcher,Twitter/X,4,0.8,6,8,Smart TV,Night (9pm-12am),3486,84,0,18,2,2,8,Memes,Medium,Sometimes,Entertainment,Severe impact,Selected,No,09-12-2024,Occasionally
USR00142,37,Female,Canada,Teacher,Twitter/X,5,2.6,6,26,Smartphone,Evening (6-9pm),4546,238,5,21,3,7,10,Stories,Slow,No,News & Updates,Moderate impact,Do Not Disturb,No,01-11-2022,Occasionally
USR00143,14,Male,Pakistan,Marketer,TikTok,2,4.5,3,90,Laptop,Afternoon (12-4pm),84,534,2,13,6,3,6,Photos,Fast,No,Business/Marketing,Mild impact,Off,No,09-05-2023,Occasionally
USR00144,28,Male,Germany,Marketer,Snapchat,4,1.9,3,38,Laptop,Evening (6-9pm),42,426,2,30,4,2,16,News,Medium,Yes,Learning,Moderate impact,Selected,No,29-01-2023,No
USR00145,29,Male,India,Freelancer,Twitter/X,2,3,5,36,Smartphone,Afternoon (12-4pm),179,108,4,34,3,3,10,Videos,Slow,Sometimes,Business/Marketing,No impact,Do Not Disturb,No,14-12-2024,Occasionally
USR00146,33,Female,Australia,Freelancer,Instagram,2,5.5,7,47.1,Smartphone,Evening (6-9pm),4365,1029,6,17,7,2,10,Reels/Shorts,Fast,No,Networking,Mild impact,Always On,No,01-06-2023,Yes
USR00147,17,Female,Pakistan,Engineer,Twitter/X,3,1.1,6,11,Smartphone,Afternoon (12-4pm),5924,271,1,24,4,1,9,Entertainment,Medium,Sometimes,Entertainment,Mild impact,Selected,No,27-12-2023,No
USR00148,16,Female,India,Other,YouTube,5,0.6,6,6,Smartphone,Night (9pm-12am),125,596,2,16,5,5,8,Photos,Medium,Yes,Entertainment,No impact,Always On,No,02-07-2023,Occasionally
USR00149,31,Female,Pakistan,Other,Instagram,2,3.2,4,48,Smartphone,Evening (6-9pm),1156,1532,1,19,4,1,9,Photos,Fast,No,Entertainment,Moderate impact,Always On,No,23-03-2024,Yes
USR00150,29,Female,Pakistan,Researcher,TikTok,4,3.3,7,28.3,Laptop,Night (9pm-12am),18069,935,2,24,1,2,10,Memes,Fast,Sometimes,Business/Marketing,Mild impact,Do Not Disturb,Yes,11-06-2022,No
USR00151,29,Male,Pakistan,Student,Pinterest,5,1.8,4,27,Smartphone,Night (9pm-12am),1404,938,2,15,2,1,7,Videos,Medium,Sometimes,Entertainment,Moderate impact,Do Not Disturb,No,04-02-2024,No
USR00152,29,Female,Canada,Teacher,Facebook,1,1.6,8,12,Smartphone,Night (9pm-12am),8593,308,1,18,4,5,6,Entertainment,Fast,Sometimes,Learning,Mild impact,Always On,No,11-04-2024,Yes
USR00153,21,Male,Germany,Student,Twitter/X,1,2.7,5,32.4,Smartphone,Late Night (12am+),4014,634,4,27,8,1,4,Stories,Slow,No,Business/Marketing,Mild impact,Do Not Disturb,No,29-07-2024,Occasionally
USR00154,28,Male,Pakistan,Researcher,Twitter/X,4,1.1,5,13.2,Smartphone,Afternoon (12-4pm),129,316,2,20,8,0,10,Stories,Fast,Yes,Entertainment,No impact,Selected,No,14-05-2023,Occasionally
USR00155,29,Male,Germany,Teacher,Instagram,1,1.1,4,16.5,Smartphone,Morning (6-10am),472,57,2,31,3,1,6,Stories,Slow,No,Socializing,Mild impact,Do Not Disturb,No,08-04-2023,Occasionally
USR00156,21,Male,Canada,Freelancer,TikTok,5,4,5,48,Smartphone,Evening (6-9pm),708,351,0,14,2,2,4,Entertainment,Medium,No,Socializing,Mild impact,Selected,No,07-09-2023,Yes
USR00157,41,Female,Pakistan,Marketer,TikTok,5,1.1,2,33,Smartphone,Late Night (12am+),802,332,2,25,2,1,13,Educational,Medium,No,Socializing,Severe impact,Selected,No,15-06-2022,Occasionally
USR00158,30,Female,Pakistan,Freelancer,Facebook,3,0.6,3,12,Smartphone,Night (9pm-12am),3461,492,4,14,2,1,5,Photos,Slow,No,Learning,Mild impact,Selected,No,06-03-2022,Yes
USR00159,17,Female,Germany,Marketer,TikTok,5,1.6,7,13.7,Smartphone,Evening (6-9pm),1388,209,3,26,6,0,5,Educational,Fast,Yes,Networking,Mild impact,Always On,No,11-07-2022,Occasionally
USR00160,32,Male,UK,Student,TikTok,2,1.9,5,22.8,Laptop,Night (9pm-12am),3,98,1,23,3,2,7,Memes,Slow,Sometimes,Learning,Moderate impact,Selected,No,10-04-2024,Yes
USR00161,19,Non-binary,Pakistan,Freelancer,Instagram,3,3.5,6,35,Smartphone,Evening (6-9pm),62,537,7,18,6,3,8,Stories,Fast,Sometimes,Learning,Mild impact,Always On,No,16-02-2024,Occasionally
USR00162,33,Male,Pakistan,Other,Facebook,2,1.7,7,14.6,Desktop,Evening (6-9pm),12,50,2,15,2,2,5,Memes,Medium,No,Business/Marketing,Moderate impact,Selected,No,12-02-2024,Occasionally
USR00163,36,Male,India,Other,TikTok,5,6,2,180,Smartphone,Night (9pm-12am),912,1408,3,22,4,1,9,Entertainment,Fast,Sometimes,Business/Marketing,Mild impact,Always On,No,01-09-2024,No
USR00164,20,Male,Pakistan,Other,LinkedIn,3,2.8,7,24,Laptop,Afternoon (12-4pm),1025,185,3,17,4,1,12,Educational,Medium,No,Socializing,Mild impact,Selected,No,25-04-2022,Yes
USR00165,34,Female,UAE,Researcher,Snapchat,4,1.4,5,16.8,Desktop,Morning (6-10am),1107,328,5,27,4,4,9,News,Medium,No,Learning,Mild impact,Off,No,20-01-2022,Yes
USR00166,30,Male,Canada,Other,Instagram,4,3.4,5,40.8,Laptop,Evening (6-9pm),118,478,1,24,4,0,6,Photos,Fast,Sometimes,News & Updates,Mild impact,Do Not Disturb,No,17-12-2022,No
USR00167,33,Male,Germany,Entrepreneur,TikTok,4,5.9,7,50.6,Smartphone,Night (9pm-12am),2238,497,3,16,4,2,6,Memes,Medium,Yes,Entertainment,No impact,Always On,No,19-06-2022,Occasionally
USR00168,42,Male,Brazil,Designer,Facebook,3,3.9,6,39,Laptop,Evening (6-9pm),2414,45,1,21,3,0,9,Videos,Medium,No,Entertainment,Mild impact,Selected,No,20-10-2024,No
USR00169,25,Male,India,Engineer,Instagram,5,0.7,5,8.4,Smartphone,Afternoon (12-4pm),69,657,3,21,7,2,8,Entertainment,Medium,No,Socializing,Mild impact,Do Not Disturb,No,07-06-2024,Yes
USR00170,20,Male,Brazil,Engineer,Instagram,5,2,1,120,Smartphone,Night (9pm-12am),47,352,3,20,2,3,9,Reels/Shorts,Slow,Sometimes,Socializing,Mild impact,Do Not Disturb,No,10-11-2023,Yes
USR00171,19,Male,India,Doctor,LinkedIn,3,3.1,7,26.6,Laptop,Evening (6-9pm),664,114,5,19,2,3,11,News,Fast,No,Learning,Mild impact,Always On,No,15-07-2022,Yes
USR00172,20,Prefer not to say,USA,Doctor,Facebook,3,3.8,5,45.6,Smartphone,Evening (6-9pm),16734,99,5,22,2,1,8,Photos,Medium,Sometimes,Business/Marketing,Moderate impact,Selected,Yes,17-12-2024,Occasionally
USR00173,26,Female,Pakistan,Researcher,Twitter/X,1,2.3,5,27.6,Smartphone,Late Night (12am+),14179,163,2,20,3,3,6,Videos,Medium,No,Business/Marketing,Moderate impact,Always On,Yes,29-03-2022,Yes
USR00174,29,Female,Australia,Doctor,YouTube,1,2.1,6,21,Tablet,Morning (6-10am),1833,51,1,18,2,3,5,Reels/Shorts,Medium,Yes,Socializing,Mild impact,Do Not Disturb,No,16-04-2023,No
USR00175,29,Female,Brazil,Engineer,YouTube,3,7.2,8,54,Laptop,Late Night (12am+),178,1932,2,22,5,2,8,Entertainment,Medium,Yes,Socializing,No impact,Selected,No,09-03-2023,Occasionally
USR00176,33,Female,Brazil,Entrepreneur,Instagram,4,4,4,60,Smartphone,Night (9pm-12am),3282,1455,1,19,2,3,10,Memes,Medium,Sometimes,Business/Marketing,Moderate impact,Always On,No,31-08-2024,Occasionally
USR00177,27,Non-binary,USA,Teacher,Instagram,5,3.4,6,34,Smartphone,Night (9pm-12am),294,420,4,20,2,3,8,Photos,Slow,No,Learning,Moderate impact,Selected,No,10-07-2023,No
USR00178,38,Female,Pakistan,Marketer,Twitter/X,4,1.7,4,25.5,Smartphone,Afternoon (12-4pm),167,187,5,23,8,3,4,Memes,Medium,No,Socializing,Moderate impact,Do Not Disturb,No,06-04-2022,Occasionally
USR00179,24,Female,UK,Doctor,Twitter/X,2,1.1,1,66,Smartphone,Evening (6-9pm),14,193,5,15,7,4,6,Reels/Shorts,Medium,No,Socializing,Mild impact,Always On,No,02-06-2022,No
USR00180,48,Male,Canada,Researcher,Twitter/X,2,3.5,3,70,Smart TV,Morning (6-10am),799,607,0,22,6,0,11,News,Medium,No,Socializing,Severe impact,Selected,No,29-07-2023,Occasionally
USR00181,32,Male,India,Engineer,YouTube,2,4.2,4,63,Smartphone,Late Night (12am+),214,2017,5,16,1,1,9,Videos,Medium,Sometimes,Socializing,No impact,Selected,No,09-03-2022,Occasionally
USR00182,20,Female,UK,Freelancer,Facebook,4,2.6,5,31.2,Laptop,Evening (6-9pm),791,123,1,21,3,5,9,News,Medium,No,Networking,No impact,Off,No,03-01-2023,Occasionally
USR00183,18,Female,Pakistan,Engineer,Pinterest,1,4,4,60,Smartphone,Morning (6-10am),10,64,2,22,3,4,7,Entertainment,Slow,No,Entertainment,Mild impact,Always On,No,07-10-2023,Occasionally
USR00184,30,Male,UK,Marketer,Instagram,2,4,5,48,Smartphone,Evening (6-9pm),902,1567,2,16,5,2,6,Videos,Slow,No,Learning,Severe impact,Do Not Disturb,No,02-02-2022,Occasionally
USR00185,25,Male,Pakistan,Designer,TikTok,3,4.4,2,132,Laptop,Night (9pm-12am),8,28,0,13,2,2,9,Reels/Shorts,Slow,No,News & Updates,No impact,Always On,No,01-03-2023,Occasionally
USR00186,32,Female,India,Designer,TikTok,5,0.7,2,21,Smartphone,Afternoon (12-4pm),4714,72,3,21,3,0,10,News,Medium,No,Socializing,Moderate impact,Off,No,23-10-2022,Occasionally
USR00187,30,Female,India,Entrepreneur,Snapchat,1,2,5,24,Smart TV,Evening (6-9pm),1701,181,1,18,2,1,7,Photos,Slow,No,News & Updates,No impact,Selected,No,26-03-2024,No
USR00188,26,Male,India,Marketer,TikTok,2,3.6,5,43.2,Laptop,Night (9pm-12am),402,37,4,14,6,5,5,News,Medium,Yes,Business/Marketing,No impact,Always On,No,07-06-2022,Occasionally
USR00189,20,Male,Brazil,Student,Instagram,5,2.7,5,32.4,Smartphone,Late Night (12am+),1831,929,3,28,5,1,6,News,Medium,No,Socializing,Mild impact,Selected,No,05-09-2023,Yes
USR00190,14,Male,UK,Freelancer,Twitter/X,5,4,6,40,Smartphone,Afternoon (12-4pm),114,684,3,23,7,2,8,Stories,Fast,Yes,Business/Marketing,Mild impact,Always On,No,29-11-2022,No
USR00191,23,Male,Nigeria,Entrepreneur,Twitter/X,1,3.4,4,51,Smartphone,Afternoon (12-4pm),757,122,5,16,1,4,8,Entertainment,Medium,Sometimes,News & Updates,No impact,Always On,No,08-05-2023,Occasionally
USR00192,33,Male,Pakistan,Engineer,TikTok,4,0.5,9,3.3,Smartphone,Evening (6-9pm),2781,1136,3,11,2,3,8,Reels/Shorts,Slow,Yes,Business/Marketing,No impact,Selected,No,07-03-2024,No
USR00193,28,Male,India,Other,TikTok,5,5.1,7,43.7,Smartphone,Afternoon (12-4pm),2,1392,4,19,6,2,4,Reels/Shorts,Slow,Sometimes,News & Updates,No impact,Off,No,11-11-2023,Occasionally
USR00194,17,Prefer not to say,UK,Other,LinkedIn,1,1.8,2,54,Smartphone,Morning (6-10am),297,213,1,19,6,0,8,Videos,Medium,Yes,Entertainment,Moderate impact,Selected,No,26-02-2024,No
USR00195,28,Female,Canada,Entrepreneur,Twitter/X,2,1.4,3,28,Smartphone,Afternoon (12-4pm),638,142,1,22,1,3,9,Entertainment,Medium,Sometimes,Networking,No impact,Selected,No,14-10-2022,Yes
USR00196,30,Male,USA,Designer,Snapchat,1,5,4,75,Laptop,Morning (6-10am),467,3683,4,18,2,3,11,Photos,Fast,No,Learning,Mild impact,Do Not Disturb,No,10-06-2022,Yes
USR00197,19,Male,UK,Designer,Twitter/X,4,3.8,6,38,Smartphone,Evening (6-9pm),9161,581,2,23,5,3,4,Memes,Medium,No,Networking,No impact,Always On,No,22-10-2024,Occasionally
USR00198,28,Female,USA,Freelancer,Instagram,2,5.4,7,46.3,Smartphone,Night (9pm-12am),87,332,3,24,2,4,6,Memes,Slow,Yes,Entertainment,Mild impact,Selected,No,10-12-2023,Yes
USR00199,27,Female,Nigeria,Researcher,Pinterest,4,3.1,4,46.5,Smartphone,Evening (6-9pm),217,1256,1,15,3,6,9,Videos,Medium,No,News & Updates,Moderate impact,Off,No,20-04-2022,No
USR00200,17,Female,India,Engineer,Snapchat,5,2,5,24,Smartphone,Evening (6-9pm),21,351,3,16,4,1,9,Entertainment,Slow,Sometimes,News & Updates,No impact,Always On,No,20-07-2022,No
USR00201,29,Male,USA,Engineer,Pinterest,1,2.9,5,34.8,Tablet,Evening (6-9pm),10082,133,4,28,4,3,13,Educational,Fast,No,Entertainment,Mild impact,Selected,Yes,14-06-2024,Occasionally
USR00202,31,Male,USA,Doctor,LinkedIn,3,1.2,3,24,Smartphone,Evening (6-9pm),426,269,2,16,6,2,7,Educational,Slow,No,Socializing,No impact,Do Not Disturb,No,21-04-2023,No
USR00203,35,Male,India,Entrepreneur,Snapchat,4,0.9,3,18,Smartphone,Night (9pm-12am),302,850,4,21,1,3,11,Videos,Fast,Yes,Socializing,Moderate impact,Always On,No,05-06-2022,No
USR00204,35,Female,India,Student,Instagram,1,1.6,7,13.7,Smartphone,Evening (6-9pm),605,22,9,12,8,4,9,Reels/Shorts,Slow,No,News & Updates,Moderate impact,Off,No,29-11-2023,No
USR00205,15,Female,Pakistan,Marketer,Twitter/X,3,6.4,3,128,Smartphone,Evening (6-9pm),2090,173,4,13,2,3,5,Educational,Fast,No,Entertainment,Mild impact,Selected,No,23-03-2024,Occasionally
USR00206,19,Male,Nigeria,Researcher,Instagram,3,1.8,8,13.5,Smartphone,Night (9pm-12am),1242,1286,2,20,7,0,6,Educational,Medium,Yes,Business/Marketing,No impact,Off,No,31-10-2023,Occasionally
USR00207,31,Non-binary,Pakistan,Other,TikTok,1,0.6,8,4.5,Smartphone,Late Night (12am+),78134,132,5,19,4,1,9,Entertainment,Medium,Sometimes,Entertainment,No impact,Selected,Yes,02-03-2022,Yes
USR00208,31,Male,Pakistan,Entrepreneur,Instagram,2,2.3,5,27.6,Smartphone,Night (9pm-12am),1505,1564,0,21,4,2,6,Entertainment,Medium,Sometimes,Business/Marketing,Mild impact,Selected,No,14-07-2023,No
USR00209,31,Female,Pakistan,Marketer,TikTok,3,1.7,5,20.4,Smartphone,Night (9pm-12am),287,1336,2,16,1,0,17,Videos,Fast,No,Entertainment,Mild impact,Do Not Disturb,No,11-07-2024,Yes
USR00210,57,Male,Germany,Marketer,Pinterest,1,5.1,3,102,Smartphone,Late Night (12am+),242,226,2,21,3,2,6,Stories,Slow,No,Entertainment,Mild impact,Off,No,01-10-2024,No
USR00211,31,Female,Canada,Teacher,TikTok,1,6.1,3,122,Smartphone,Night (9pm-12am),328,123,4,18,6,1,10,Videos,Fast,No,Socializing,Mild impact,Selected,No,13-04-2023,Occasionally
USR00212,36,Female,UK,Entrepreneur,YouTube,2,1.9,6,19,Smartphone,Afternoon (12-4pm),44,173,1,25,7,5,9,Educational,Medium,Yes,Learning,No impact,Do Not Disturb,No,30-12-2023,Yes
USR00213,34,Male,Pakistan,Entrepreneur,Twitter/X,1,3.1,5,37.2,Tablet,Evening (6-9pm),714,5988,3,19,6,3,7,Educational,Fast,No,Business/Marketing,Mild impact,Selected,No,08-02-2024,Yes
USR00214,32,Male,India,Teacher,Twitter/X,4,3.3,4,49.5,Desktop,Late Night (12am+),2725,2319,7,27,8,4,6,Stories,Medium,Yes,Learning,No impact,Selected,No,03-06-2024,Yes
USR00215,24,Male,Pakistan,Marketer,LinkedIn,4,2.5,6,25,Tablet,Late Night (12am+),220,284,1,16,4,4,12,Videos,Medium,No,Business/Marketing,Severe impact,Always On,No,16-01-2023,No
USR00216,33,Male,India,Doctor,Pinterest,2,2.2,3,44,Laptop,Afternoon (12-4pm),155,117,3,18,2,0,7,News,Medium,Sometimes,News & Updates,No impact,Selected,No,18-02-2024,Occasionally
USR00217,20,Male,UAE,Researcher,Twitter/X,5,1.3,12,6.5,Smartphone,Evening (6-9pm),10185,281,3,18,2,6,4,Photos,Medium,No,Socializing,No impact,Do Not Disturb,Yes,25-06-2022,Yes
USR00218,25,Non-binary,India,Researcher,YouTube,1,0.5,1,30,Laptop,Late Night (12am+),51,327,3,25,6,0,16,Videos,Fast,Yes,Entertainment,Mild impact,Always On,No,28-08-2023,No
USR00219,23,Female,Nigeria,Designer,Instagram,4,1.3,6,13,Smartphone,Morning (6-10am),16,55,1,28,5,3,8,Educational,Fast,Sometimes,Learning,No impact,Selected,No,20-05-2023,Yes
USR00220,27,Non-binary,USA,Engineer,TikTok,4,2.5,1,150,Laptop,Night (9pm-12am),83,269,1,26,5,1,7,Photos,Fast,Sometimes,News & Updates,Moderate impact,Selected,No,31-05-2022,Occasionally
USR00221,45,Female,UK,Student,Pinterest,1,0.8,6,8,Smartphone,Late Night (12am+),41,1196,2,16,7,2,5,Stories,Slow,Yes,Socializing,Moderate impact,Selected,No,18-06-2022,No
USR00222,13,Female,India,Student,Facebook,1,3,1,180,Smartphone,Afternoon (12-4pm),1333,28,7,13,2,2,7,Reels/Shorts,Fast,Sometimes,Learning,Mild impact,Off,No,03-07-2023,Yes
USR00223,32,Female,Australia,Entrepreneur,Twitter/X,3,2.7,4,40.5,Laptop,Evening (6-9pm),347,659,5,19,1,0,13,Entertainment,Slow,Sometimes,Socializing,Moderate impact,Do Not Disturb,No,12-11-2022,Yes
USR00224,14,Female,India,Other,YouTube,2,1.7,3,34,Laptop,Morning (6-10am),447,1273,5,23,2,1,11,News,Slow,Sometimes,Business/Marketing,Moderate impact,Selected,No,18-02-2024,Occasionally
USR00225,23,Non-binary,Pakistan,Entrepreneur,Instagram,3,2.1,3,42,Smartphone,Late Night (12am+),5299,124,2,26,6,2,11,Entertainment,Medium,Sometimes,Entertainment,No impact,Do Not Disturb,No,12-11-2022,Occasionally
USR00226,35,Female,Australia,Engineer,Facebook,2,0.9,5,10.8,Smartphone,Night (9pm-12am),191,1868,8,28,9,4,10,Memes,Medium,Sometimes,Entertainment,Moderate impact,Do Not Disturb,No,08-03-2024,Occasionally
USR00227,27,Female,USA,Teacher,Twitter/X,3,4.4,5,52.8,Smartphone,Evening (6-9pm),2684,106,5,19,4,0,7,Entertainment,Fast,Yes,News & Updates,Moderate impact,Do Not Disturb,No,11-10-2023,No
USR00228,18,Female,UAE,Researcher,Snapchat,2,4.3,5,51.6,Laptop,Evening (6-9pm),10100,415,4,18,6,1,5,Educational,Fast,Yes,Learning,Mild impact,Do Not Disturb,Yes,09-01-2024,Occasionally
USR00229,21,Non-binary,Pakistan,Other,Instagram,1,1.1,9,7.3,Laptop,Afternoon (12-4pm),292,169,3,23,2,1,8,Entertainment,Slow,Yes,Networking,Moderate impact,Do Not Disturb,No,07-08-2022,Occasionally
USR00230,32,Male,Nigeria,Doctor,Pinterest,2,1.1,3,22,Tablet,Night (9pm-12am),2506,169,5,20,4,1,10,Reels/Shorts,Medium,Yes,Learning,Moderate impact,Always On,No,07-07-2022,No
USR00231,21,Female,UK,Student,Instagram,4,1.3,3,26,Desktop,Evening (6-9pm),430,116,2,21,3,4,7,Photos,Medium,Yes,Learning,Moderate impact,Always On,No,11-01-2022,Yes
USR00232,28,Female,Pakistan,Student,Instagram,5,3.7,6,37,Smartphone,Night (9pm-12am),3510,565,4,24,1,4,8,Memes,Medium,Sometimes,News & Updates,No impact,Off,No,24-09-2023,Yes
USR00233,27,Male,USA,Doctor,Facebook,4,3.2,6,32,Smartphone,Night (9pm-12am),39,677,0,18,5,4,9,News,Medium,Sometimes,News & Updates,No impact,Always On,No,29-06-2024,Yes
USR00234,21,Male,UAE,Researcher,Facebook,2,4.9,3,98,Smartphone,Evening (6-9pm),34,226,2,17,3,3,3,Reels/Shorts,Fast,No,Entertainment,Severe impact,Always On,No,08-01-2024,Occasionally
USR00235,44,Male,Pakistan,Other,TikTok,2,5.3,7,45.4,Smartphone,Evening (6-9pm),328,47,3,12,2,3,14,Entertainment,Fast,Sometimes,Socializing,Mild impact,Always On,No,07-07-2023,No
USR00236,32,Female,Pakistan,Teacher,Instagram,2,0.7,4,10.5,Smartphone,Late Night (12am+),134,396,7,18,3,3,9,Educational,Medium,No,Business/Marketing,Mild impact,Do Not Disturb,No,29-07-2022,Yes
USR00237,13,Prefer not to say,USA,Teacher,Snapchat,5,3.6,1,216,Smartphone,Evening (6-9pm),262,406,5,15,5,2,8,Photos,Fast,Yes,Networking,Severe impact,Always On,No,29-09-2022,Occasionally
USR00238,28,Female,UAE,Marketer,TikTok,5,5.1,7,43.7,Laptop,Evening (6-9pm),448,188,5,11,1,2,4,Photos,Fast,Sometimes,Networking,No impact,Selected,No,28-06-2022,Occasionally
USR00239,21,Male,Pakistan,Entrepreneur,Facebook,3,2.1,7,18,Desktop,Morning (6-10am),2430,2300,3,21,2,2,11,Stories,Medium,No,Socializing,Mild impact,Selected,No,19-01-2023,Yes
USR00240,33,Male,Brazil,Doctor,Facebook,2,2.6,2,78,Smartphone,Evening (6-9pm),319,37,1,25,0,0,6,Educational,Medium,Yes,Learning,Mild impact,Always On,No,01-06-2024,Occasionally
USR00241,20,Non-binary,Nigeria,Marketer,TikTok,3,2.3,5,27.6,Smartphone,Evening (6-9pm),150,17,2,14,1,1,9,Videos,Medium,Sometimes,Business/Marketing,No impact,Always On,No,08-07-2024,Occasionally
USR00242,26,Female,Pakistan,Designer,Facebook,4,2.4,6,24,Laptop,Evening (6-9pm),353,101,2,9,2,3,12,Memes,Fast,No,Networking,Mild impact,Always On,No,15-11-2024,Occasionally
USR00243,31,Male,Nigeria,Teacher,Twitter/X,5,4.3,9,28.7,Desktop,Late Night (12am+),166,573,5,20,4,1,6,Educational,Fast,No,News & Updates,Moderate impact,Always On,No,15-04-2024,Occasionally
USR00244,33,Female,India,Doctor,LinkedIn,1,7.1,3,142,Smartphone,Afternoon (12-4pm),123,68,1,24,6,1,7,Reels/Shorts,Fast,Sometimes,Entertainment,No impact,Selected,No,31-07-2022,Occasionally
USR00245,17,Male,UAE,Freelancer,Instagram,5,5.9,4,88.5,Smartphone,Evening (6-9pm),36,75,3,21,3,0,9,Reels/Shorts,Fast,Sometimes,Socializing,Moderate impact,Always On,No,23-02-2022,Occasionally
USR00246,24,Male,Nigeria,Engineer,YouTube,3,1.8,10,10.8,Smartphone,Evening (6-9pm),753,766,2,16,2,3,9,News,Fast,No,Business/Marketing,Severe impact,Selected,No,03-07-2022,Yes
USR00247,23,Female,Pakistan,Other,TikTok,1,3.1,4,46.5,Smartphone,Morning (6-10am),238,426,2,23,6,1,12,Educational,Fast,Yes,Socializing,Severe impact,Off,No,26-12-2023,Yes
USR00248,21,Female,Australia,Researcher,TikTok,1,1.4,4,21,Smartphone,Afternoon (12-4pm),3786,384,3,20,2,0,12,News,Fast,Yes,Business/Marketing,Mild impact,Do Not Disturb,No,10-07-2022,No
